smoothness,grad_norm
0.5450885908378681,0.2772650184160242
4.292759014356063,2.556748683797838
0.9482714534372589,0.3995919794042895
4.40127531238167,0.2874443037620499
9.01910079060752,4.8549131973378605
1.4814096646797388,0.29377250965734614
4.401397778441386,2.656473596027888
0.7346586105562206,0.4328750706935622
1.0638088290118146,0.31315563393904816
0.9559296056945424,0.5167504178247483
0.42114700454406606,0.18581379215797714
0.4366885748204055,0.17275916820585183
1.7410902448490997,0.37807075609904967
0.5700602690698443,0.14026596540420277
0.9073880572078301,0.4938268868723486
0.3835813161675825,0.19668133769128562
0.30050781873437554,0.14094886806390877
0.6204354266017813,0.2453645821732486
0.46043730434647145,0.1943820100601417
0.19420365458248892,0.11887409012670631
0.5121926778554734,0.13305718255889798
0.4805836302140977,0.28655296444752204
0.3807133796979521,0.11929267369011483
0.3385206407566642,0.11506986392501134
0.36835536470655106,0.11575148121826333
0.406979785049169,0.08963255661867374
0.480341585303348,0.07784303916265303
0.5927784429492556,0.10995009560874514
0.5807848891154459,0.19625075363079225
0.46912019549188827,0.1340448819497407
0.291630082455183,0.11141401696413757
0.4774067470461204,0.12018141300536365
0.600092751964918,0.18061462729365543
0.4455097593675935,0.12614775641475695
0.4395985859192746,0.11199955839561311
0.5012208470726367,0.16290975095599836
0.46121252200166674,0.2056405065958445
0.2367954144691568,0.09755090504576519
0.5114997293670598,0.09780289704258938
0.2853766027497826,0.06105207582653388
0.8072940730349638,0.08677906032282377
0.40556500009848456,0.06149286214574365
0.564952033413895,0.10029564554296051
0.48925151947006545,0.11754110594407507
0.24121567953548675,0.07969486451651897
0.6664612325629552,0.1171853859418132
0.7852214508295939,0.17247778362363086
0.3174571727537015,0.08237845880833948
0.5719634047530001,0.12673563292181764
0.36339843545236633,0.1505173594774846
0.3309209040215488,0.07058601152882062
0.6089142941668502,0.08772029649342095
0.3046748551967135,0.027366046277274427
0.4931381569282353,0.03537865985702646
0.6288334907866124,0.06943697210716906
0.5356885968472346,0.14882551877886285
0.1997869345106424,0.10174942799895802
0.5852737214255338,0.09320339522887498
0.45113644828285854,0.12241811008032127
0.46637807826042105,0.2464475899429108
0.38764037297687365,0.13356502041522966
0.3528947327842323,0.10539400909566717
0.5746837742390585,0.1746776526245962
0.5635667907320815,0.15700776586269158
0.5302930767917841,0.18449252818224368
0.45668589516064867,0.25655779049855587
0.3886451560755641,0.13007414464015762
0.16304536387827737,0.10013129110274256
0.27144823693876113,0.07485811958961609
0.5134396834512134,0.08070220599414535
0.4901428614438646,0.08120286261482078
0.5633641067954032,0.11283316654167415
0.4576963303038904,0.15661759237303147
0.2943314996329451,0.10699098856288526
0.38659649018054737,0.08948985277422748
0.5625445204760255,0.1549479985066234
0.4872870523425335,0.1582270288150289
0.19306730392950663,0.10223357278563154
0.5082849898347792,0.07702262319828318
0.5356258352000295,0.10184373605607101
0.5600809980765336,0.1452326268690932
0.5019426432403674,0.1507104081297151
0.4042691328024562,0.1449867042513527
0.5178494044636294,0.14144201626762934
0.47104285170982546,0.1565472440013932
0.4273598054806948,0.11610076594161567
0.5136625417656363,0.11636552100236669
0.2850226508821128,0.0845267380363351
0.44111175282974546,0.07837620500128861
0.2908885975308613,0.06764667106920881
0.4537613499258409,0.07322605295901413
0.32412555911454716,0.04392547201034377
0.5245101921037413,0.06065365080624541
0.3926077428879358,0.08801296847567586
0.5316213267870427,0.1710319453594249
0.46250441680026394,0.18168385926653952
0.37621470910388644,0.1525364631891436
0.3778255919216805,0.11279068037192032
0.4542771048594217,0.10987512059606264
0.3593940255846065,0.08710985870885689
0.3841853369145463,0.08401106567494614
0.5122945745902743,0.11120187063788399
0.48745341050719815,0.15627789994618926
0.392185295682367,0.09730568603751545
0.3592322380469588,0.09773432130062475
0.5544190172080248,0.08817357971366367
0.34700982831878624,0.09072341894902171
0.5971139650092068,0.16788258168748615
0.27097019561305496,0.11844886387287064
0.43434181539518113,0.09349342215023265
0.5753193838167464,0.11673046885747712
0.4680818549981642,0.1475671334436395
0.4683512532449569,0.1592673560228916
0.4225556006032724,0.11865438450307973
0.3659331607277079,0.11055414991907438
0.4609728458697272,0.09325434424911168
0.37951714875834114,0.10914034150609274
0.523306398431312,0.10986191556500964
0.35548600546771336,0.09278148808068702
0.781661518530033,0.1763654951248723
0.28192938432995684,0.08265817054460348
0.5888653490788986,0.09806383571834319
0.250842946486502,0.11735564028925881
0.5521490953910191,0.08265931326565552
0.5897067174489321,0.302724115110185
0.3468132483382378,0.08764535212349599
0.4996526125228202,0.09421242484575874
0.5402783163298567,0.1339670742521617
0.4710919843881187,0.20412076276671798
0.43077855587672864,0.250827847754615
0.3839632276280287,0.18182108830403243
0.3142881493764139,0.11759962384187238
0.47746114899597986,0.10428265338935465
0.30535317402505474,0.08780906197310395
0.3724945558719916,0.05849769861194575
0.5421404636451971,0.08902219435030972
0.4477449107847858,0.10741722421747617
0.4882516715734245,0.10328701126305236
0.3974767293856516,0.11531297087459903
0.543806416855564,0.13430367930990236
0.3831420509319141,0.11588015316599609
0.540217557165515,0.1428326876503855
0.18894098476688506,0.08196394997285375
0.38379431661597313,0.04167034721866261
0.46956647988698325,0.050580110790463186
0.3440965116021031,0.023689229235249454
0.4682174859250067,0.04960384433742904
0.4191485364777571,0.08230411009124002
0.5287975810235018,0.14221343980030243
0.844868126971992,0.19288113906481605
0.27941745667380663,0.10105836711975648
0.537431777387919,0.07856387272768355
0.4765819251526321,0.10055590842886271
0.47954286512271393,0.09702635024405637
0.3351145343864778,0.08748329815743962
0.5046192180376055,0.08997641047346096
0.4891629097165362,0.09303452047126187
0.5355744469545425,0.11679496116354338
0.3130226292179864,0.08662895898311081
0.5762483325549196,0.16327986752538987
0.295745839029619,0.1308426438640412
0.43602022936867946,0.09520425933301434
0.4864612386617029,0.12185504869524531
0.4898010571132606,0.1354936068896511
0.2863597094396069,0.11756095942363926
0.4641399049655831,0.09029861645124959
0.3900323717040182,0.0817983042472329
0.5480690805864363,0.11940281060783274
0.2666115202085827,0.09797976726459444
0.5283270641091213,0.10830074107101782
0.37538981234068675,0.12576309950272097
0.4583432568548507,0.11040536928646451
0.3692340811245365,0.11504931304291201
0.48227544386561716,0.13131231275328495
0.28521779982210277,0.10790382392859689
0.5131581946096169,0.09155725542596423
0.2962951574566835,0.0834551156519147
0.41506871253428007,0.0699365681047158
